tv 	 segmentId 	 segmentName 	 notMatch 	 num 	 segmentSortOrder 	 statisticsType 	 startTime 	 name 	 place 	 team2 	 regionId 	 team1 	 sortOrder 	 team1Id 	 namePrefix 	 sportId 	 id 	 team2Id 	 liveHalf 	 sportName 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58769 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641144300 	  	 notActive 	 Атласов (L1R) Зальцбург 	 1 	 Кленов (K11) Интер 	 2-d7CKF-u3yM 	 512774 	 none 	 1 	 32006040 	 514395 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58766 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641142800 	  	 notActive 	 Шемякин (2DF) Эвертон 	 1 	 Генералов (TME) Милан 	 2-ckCKC-u3yJ 	 513046 	 none 	 1 	 32006037 	 513044 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58763 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641141300 	  	 notActive 	 Озоль (VAN) Базель 	 1 	 Шемякин (2DF) Эвертон 	 2-cLCK9-u3yG 	 513044 	 none 	 1 	 32006034 	 513653 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58760 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641138300 	  	 notActive 	 Озоль (VAN) Базель 	 1 	 Кленов (K11) Интер 	 2-bZCK6-u3yD 	 512774 	 none 	 1 	 32006031 	 513653 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58757 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641139800 	  	 notActive 	 Генералов (TME) Милан 	 1 	 Атласов (L1R) Зальцбург 	 2-byCK3-u3yA 	 514395 	 none 	 1 	 32006028 	 513046 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58754 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641135300 	  	 notActive 	 Кленов (K11) Интер 	 1 	 Генералов (TME) Милан 	 2-anCK0-u3y7 	 513046 	 none 	 1 	 32006025 	 512774 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58751 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641132300 	  	 notActive 	 Кленов (K11) Интер 	 1 	 Шемякин (2DF) Эвертон 	 2-a-CJz-u3y4 	 513044 	 none 	 1 	 32006022 	 512774 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58748 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641133800 	  	 notActive 	 Атласов (L1R) Зальцбург 	 1 	 Озоль (VAN) Базель 	 2-aOCJw-u3y1 	 513653 	 none 	 1 	 32006019 	 514395 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58745 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641136800 	  	 notActive 	 Шемякин (2DF) Эвертон 	 1 	 Атласов (L1R) Зальцбург 	 2-bACJt-u3y+ 	 514395 	 none 	 1 	 32006016 	 513044 	 none 	 Футбол 	 
none 	 73271 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58742 	 1+++8+++-+++-|+++bz-TwI+Fsq+++8+Fsr 	 BetRadar 	 1641130800 	  	 notActive 	 Генералов (TME) Милан 	 1 	 Озоль (VAN) Базель 	 2-ZcCJq-u3xx 	 513653 	 none 	 1 	 32006013 	 513046 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58712 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641119100 	  	 notActive 	 Титей (MDA) Реал Мадрид  	 1 	 Потаничев (DLS) РБ Лейпциг 	 2-WZCJM-u3xT 	 414382 	 none 	 1 	 32005983 	 527097 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58707 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641117600 	  	 notActive 	 Балакишиев (HEN) Наполи 	 1 	 Гура (VFM) Вольфсбург 	 2-WACJH-u3xO 	 513047 	 none 	 1 	 32005978 	 512771 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58702 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641116100 	  	 notActive 	 Привалов (BLD) Севилья 	 1 	 Балакишиев (HEN) Наполи 	 2-VnCJC-u3xJ 	 512771 	 none 	 1 	 32005973 	 514394 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58697 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641114600 	  	 notActive 	 Гура (VFM) Вольфсбург 	 1 	 Титей (MDA) Реал Мадрид  	 2-VOCJ7-u3xE 	 527097 	 none 	 1 	 32005968 	 513047 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58692 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641113100 	  	 notActive 	 Привалов (BLD) Севилья 	 1 	 Потаничев (DLS) РБ Лейпциг 	 2-V-CJ2-u3x9 	 414382 	 none 	 1 	 32005963 	 514394 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58687 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641111600 	  	 notActive 	 Балакишиев (HEN) Наполи 	 1 	 Титей (MDA) Реал Мадрид  	 2-UcCIz-u3x4 	 527097 	 none 	 1 	 32005958 	 512771 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58682 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641110100 	  	 notActive 	 Потаничев (DLS) РБ Лейпциг 	 1 	 Гура (VFM) Вольфсбург 	 2-UDCIu-u3x- 	 513047 	 none 	 1 	 32005953 	 414382 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58677 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641108600 	  	 notActive 	 Титей (MDA) Реал Мадрид  	 1 	 Привалов (BLD) Севилья 	 2-TqCIp-u3ww 	 514394 	 none 	 1 	 32005948 	 527097 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58672 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641107100 	  	 notActive 	 Потаничев (DLS) РБ Лейпциг 	 1 	 Балакишиев (HEN) Наполи 	 2-TRCIk-u3wr 	 512771 	 none 	 1 	 32005943 	 414382 	 none 	 Футбол 	 
none 	 73293 	 Футбол. FIFA 22. Лига Про. Западная Конференция. Дивизион GOLD. 2x6 мин. Хабаровск 	 none 	 58667 	 1+++8+++-+++-|+++bz-TwI+Fsq+++m+FtB 	 BetRadar 	 1641105600 	  	 notActive 	 Гура (VFM) Вольфсбург 	 1 	 Привалов (BLD) Севилья 	 2-T2CIf-u3wm 	 514394 	 none 	 1 	 32005938 	 513047 	 none 	 Футбол 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58656 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641133500 	  	 notActive 	 Хоба (TGS) Сан-Хосе Шаркс 	 1 	 Камаев (MPS) Эдмонтон Ойлерз 	 2-aJCIU-u3wb 	 518904 	 none 	 2 	 32005927 	 518905 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58650 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641142500 	  	 notActive 	 Бельский (IFL) Миннесота Уайлд 	 1 	 Камаев (MPS) Эдмонтон Ойлерз 	 2-cfCIO-u3wV 	 518904 	 none 	 2 	 32005921 	 529620 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58644 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641144300 	  	 notActive 	 Шулев (KDR) Нью-Йорк Айлендерс 	 1 	 Хоба (TGS) Сан-Хосе Шаркс 	 2-d7CII-u3wP 	 518905 	 none 	 2 	 32005915 	 518892 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58638 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641138900 	  	 notActive 	 Камаев (MPS) Эдмонтон Ойлерз 	 1 	 Шулев (KDR) Нью-Йорк Айлендерс 	 2-bjCIC-u3wJ 	 518892 	 none 	 2 	 32005909 	 518904 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58632 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641140700 	  	 notActive 	 Заходин (AFG) Монреаль Канадиенс 	 1 	 Бельский (IFL) Миннесота Уайлд 	 2-cBCI6-u3wD 	 529620 	 none 	 2 	 32005903 	 529053 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58626 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641128100 	  	 notActive 	 Камаев (MPS) Эдмонтон Ойлерз 	 1 	 Заходин (AFG) Монреаль Канадиенс 	 2-YvCI0-u3w7 	 529053 	 none 	 2 	 32005897 	 518904 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58620 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641135300 	  	 notActive 	 Бельский (IFL) Миннесота Уайлд 	 1 	 Шулев (KDR) Нью-Йорк Айлендерс 	 2-anCHw-u3w1 	 518892 	 none 	 2 	 32005891 	 529620 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58614 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641131700 	  	 notActive 	 Шулев (KDR) Нью-Йорк Айлендерс 	 1 	 Заходин (AFG) Монреаль Канадиенс 	 2-ZrCHq-u3vx 	 529053 	 none 	 2 	 32005885 	 518892 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58608 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641137100 	  	 notActive 	 Заходин (AFG) Монреаль Канадиенс 	 1 	 Хоба (TGS) Сан-Хосе Шаркс 	 2-bFCHk-u3vr 	 518905 	 none 	 2 	 32005879 	 529053 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58602 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641129900 	  	 notActive 	 Хоба (TGS) Сан-Хосе Шаркс 	 1 	 Бельский (IFL) Миннесота Уайлд 	 2-ZNCHe-u3vl 	 529620 	 none 	 2 	 32005873 	 518905 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58596 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641117300 	  	 notActive 	 Филиппов (REN) Анахайм Дакс 	 1 	 Золин (PGM) Даллас Старз 	 2-W5CHY-u3vf 	 518608 	 none 	 2 	 32005867 	 519621 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58590 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641115500 	  	 notActive 	 Камаев (MPS) Эдмонтон Ойлерз 	 1 	 Давыдов (ILY) Аризона Койотс 	 2-VdCHS-u3vZ 	 467695 	 none 	 2 	 32005861 	 518904 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58584 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641113700 	  	 notActive 	 Мaксимов (NST) Флорида Пантерз 	 1 	 Камаев (MPS) Эдмонтон Ойлерз 	 2-V9CHM-u3vT 	 518904 	 none 	 2 	 32005855 	 525610 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58578 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641110100 	  	 notActive 	 Мaксимов (NST) Флорида Пантерз 	 1 	 Золин (PGM) Даллас Старз 	 2-UDCHG-u3vN 	 518608 	 none 	 2 	 32005849 	 525610 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58572 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641111900 	  	 notActive 	 Давыдов (ILY) Аризона Койотс 	 1 	 Филиппов (REN) Анахайм Дакс 	 2-UhCHA-u3vH 	 519621 	 none 	 2 	 32005843 	 467695 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58566 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641108300 	  	 notActive 	 Камаев (MPS) Эдмонтон Ойлерз 	 1 	 Филиппов (REN) Анахайм Дакс 	 2-TlCH4-u3vB 	 519621 	 none 	 2 	 32005837 	 518904 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58560 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641106500 	  	 notActive 	 Золин (PGM) Даллас Старз 	 1 	 Давыдов (ILY) Аризона Койотс 	 2-THCH+-u3v5 	 467695 	 none 	 2 	 32005831 	 518608 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58554 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641104700 	  	 notActive 	 Филиппов (REN) Анахайм Дакс 	 1 	 Мaксимов (NST) Флорида Пантерз 	 2-SpCGu-u3v- 	 525610 	 none 	 2 	 32005825 	 519621 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58548 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641102900 	  	 notActive 	 Золин (PGM) Даллас Старз 	 1 	 Камаев (MPS) Эдмонтон Ойлерз 	 2-SLCGo-u3uv 	 518904 	 none 	 2 	 32005819 	 518608 	 none 	 Хоккей 	 
none 	 72573 	 Хоккей. NHL 22. Лига Про. Западная Конференция. Дивизион Gold. 3x4 мин. Хабаровск 	 none 	 58542 	 1+++I+++0+++0|+++0z+++++Bbd-U54+CQo+++8+FhU+++w+Fhx 	 BetRadar 	 1641101100 	  	 notActive 	 Давыдов (ILY) Аризона Койотс 	 1 	 Мaксимов (NST) Флорида Пантерз 	 2-RtCGi-u3up 	 525610 	 none 	 2 	 32005813 	 467695 	 none 	 Хоккей 	 
none 	 29941 	 Теннис. Жен. ITF. Бендиго. Квалификация 	 none 	 59088 	 1+++w+++5+++2&zuyQx+++I+0z6++1u+8vG+++0+5Hp 	 BetRadar 	 1641083400 	  	 notActive 	 Мунен Э 	 none 	 Фон Дайхманн К 	 2-NGCPE-u41L 	 389457 	 none 	 4 	 32006359 	 530250 	 none 	 Теннис 	 
none 	 29941 	 Теннис. Жен. ITF. Бендиго. Квалификация 	 none 	 59092 	 1+++w+++5+++2&zuyQx+++I+0z6++1u+8vG+++0+5Hp 	 BetRadar 	 1641078000 	  	 notActive 	 Кларк Ш 	 none 	 Мукама М-Ш 	 2-LsCPI-u41P 	 530254 	 none 	 4 	 32006363 	 530246 	 none 	 Теннис 	 
none 	 29941 	 Теннис. Жен. ITF. Бендиго. Квалификация 	 none 	 59084 	 1+++w+++5+++2&zuyQx+++I+0z6++1u+8vG+++0+5Hp 	 BetRadar 	 1641088800 	  	 notActive 	 Карбис Д 	 none 	 Цугер Й 	 2-OgCPA-u41H 	 374152 	 none 	 4 	 32006355 	 523383 	 none 	 Теннис 	 
none 	 29941 	 Теннис. Жен. ITF. Бендиго. Квалификация 	 none 	 59086 	 1+++w+++5+++2&zuyQx+++I+0z6++1u+8vG+++0+5Hp 	 BetRadar 	 1641083400 	  	 notActive 	 Бэйнс Н 	 none 	 Пратт Н 	 2-NGCPC-u41J 	 530248 	 none 	 4 	 32006357 	 373840 	 none 	 Теннис 	 
none 	 29941 	 Теннис. Жен. ITF. Бендиго. Квалификация 	 none 	 59093 	 1+++w+++5+++2&zuyQx+++I+0z6++1u+8vG+++0+5Hp 	 BetRadar 	 1641078000 	  	 line 	 Цвянович Е 	 none 	 Тинкер Э 	 2-LsCPJ-u41Q 	 530255 	 none 	 4 	 32006364 	 530247 	 none 	 Теннис 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 52484 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641064980 	  	 notActive 	 Тоттенхэм (Chellovekk) 	 none 	 Ливерпуль (Flewless_phoenix) 	 2-ITAo2-u2M9 	 413915 	 none 	 1 	 31999499 	 414637 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 52444 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641060660 	  	 notActive 	 Ман. Юнайтед (Kodak) 	 none 	 Челси (mooneycb) 	 2-HLAnQ-u2LX 	 405534 	 none 	 1 	 31999459 	 416422 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 52472 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641063540 	  	 notActive 	 Ливерпуль (Flewless_phoenix) 	 none 	 Ман. Сити (dm1trena) 	 2-I5Ans-u2Lz 	 403463 	 none 	 1 	 31999487 	 413915 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 52456 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641062100 	  	 notActive 	 Ман. Сити (dm1trena) 	 none 	 Челси (mooneycb) 	 2-HjAnc-u2Lj 	 405534 	 none 	 1 	 31999471 	 403463 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58804 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641073800 	  	 notActive 	 Валенсия (FCS) Sakh 	 1 	 Вулверхэмптон (MOT) motyabakotin10 	 2-KmCKo-u3yv 	 520157 	 none 	 1 	 32006075 	 513187 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58799 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641072300 	  	 notActive 	 Борнмут (CKA) CKA KHV 	 1 	 Лестер Сити (ZSK) GremlinS 	 2-KNCKj-u3yq 	 408855 	 none 	 1 	 32006070 	 509944 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58794 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641070800 	  	 notActive 	 Вулверхэмптон (MOT) motyabakotin10 	 1 	 Янг Бойз (RUS) Poma322 	 2-K+CKe-u3yl 	 520161 	 none 	 1 	 32006065 	 520157 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58839 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641084300 	  	 notActive 	 Лестер Сити (ZSK) GremlinS 	 1 	 Вулверхэмптон (MOT) motyabakotin10 	 2-NVCLL-u3zS 	 520157 	 none 	 1 	 32006110 	 408855 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58834 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641081300 	  	 notActive 	 Валенсия (FCS) Sakh 	 1 	 Лестер Сити (ZSK) GremlinS 	 2-MjCLG-u3zN 	 408855 	 none 	 1 	 32006105 	 513187 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58829 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641078300 	  	 notActive 	 Лестер Сити (ZSK) GremlinS 	 1 	 Янг Бойз (RUS) Poma322 	 2-LxCLB-u3zI 	 520161 	 none 	 1 	 32006100 	 408855 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58824 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641082800 	  	 notActive 	 Янг Бойз (RUS) Poma322 	 1 	 Валенсия (FCS) Sakh 	 2-N6CL6-u3zD 	 513187 	 none 	 1 	 32006095 	 520161 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58819 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641079800 	  	 notActive 	 Вулверхэмптон (MOT) motyabakotin10 	 1 	 Борнмут (CKA) CKA KHV 	 2-MKCL1-u3z8 	 509944 	 none 	 1 	 32006090 	 520157 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58814 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641076800 	  	 notActive 	 Борнмут (CKA) CKA KHV 	 1 	 Валенсия (FCS) Sakh 	 2-LYCKy-u3z3 	 513187 	 none 	 1 	 32006085 	 509944 	 none 	 Футбол 	 
none 	 73289 	 Футбол. FIFA 22. Лига Про. Восточная Конференция. Дивизион ELITE. 2x6 мин. Хабаровск 	 none 	 58809 	 1+++8+++-+++-|+++bz-Tw8+Fso+++m+Ft7 	 BetRadar 	 1641075300 	  	 notActive 	 Янг Бойз (RUS) Poma322 	 1 	 Борнмут (CKA) CKA KHV 	 2-L9CKt-u3z+ 	 509944 	 none 	 1 	 32006080 	 520161 	 none 	 Футбол 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59186 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641094200 	  	 notActive 	 Марков М 	 36 	 Алвеш К М Р 	 2-Q4CQm-u42t 	 389937 	 none 	 4 	 32006457 	 530262 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59185 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641088800 	  	 notActive 	 Рокусек С 	 36 	 Бекташ Эмина 	 2-OgCQl-u42s 	 372597 	 none 	 4 	 32006456 	 530263 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59184 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641083400 	  	 notActive 	 Бенуа М 	 36 	 Лисон С 	 2-NGCQk-u42r 	 530261 	 none 	 4 	 32006455 	 389249 	 none 	 Теннис 	 
