tv 	 segmentId 	 segmentName 	 notMatch 	 num 	 segmentSortOrder 	 statisticsType 	 startTime 	 name 	 place 	 team2 	 regionId 	 team1 	 sortOrder 	 team1Id 	 namePrefix 	 sportId 	 id 	 team2Id 	 liveHalf 	 sportName 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59188 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641078000 	  	 notActive 	 Парк Д 	 36 	 Милошевич М 	 2-LsCQo-u42v 	 530265 	 none 	 4 	 32006459 	 530256 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59178 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641094200 	  	 notActive 	 Мур Тара 	 36 	 Шварц Х 	 2-Q4CQe-u42l 	 516105 	 none 	 4 	 32006449 	 407056 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59181 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641088800 	  	 notActive 	 Санчес Ана-София 	 36 	 Файрклух Л 	 2-OgCQh-u42o 	 530259 	 none 	 4 	 32006452 	 389444 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59183 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641083400 	  	 notActive 	 Харрисон Кэтрин 	 36 	 Боард Дж 	 2-NGCQj-u42q 	 530260 	 none 	 4 	 32006454 	 384043 	 none 	 Теннис 	 
none 	 73675 	 Теннис. Жен. ITF. Траралгон. Квалификация 	 none 	 59180 	 1+++w+++5+++2&ztzzz+++I+0z6++1u+8vG-agy+Fz9 	 BetRadar 	 1641078000 	  	 notActive 	 Данбар Э 	 36 	 Фриман П 	 2-LsCQg-u42n 	 523379 	 none 	 4 	 32006451 	 530257 	 none 	 Теннис 	 
none 	 14984 	 Футбол. Франция. Кубок. 1/16 финала 	 none 	 44994 	 1+++8+++-+++-&um-zCv++3h+0uD++-x+1T7++EE+1e6 	 BetRadar 	 1641153600 	  	 line 	 Марсель 	 250 	 Шовиньи 	 2-fY8z0-u0XV 	 527166 	 none 	 1 	 31992033 	 443863 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51121 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641102780 	  	 notActive 	 Ливерпуль (Rebels) 	 none 	 Реал М (JKey) 	 2-SJASl-u20s 	 406094 	 none 	 1 	 31998136 	 411158 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51111 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641102060 	  	 notActive 	 ПСЖ (vrico) 	 none 	 Ман. Юнайтед (LaikingDast) 	 2-S7ASb-u20i 	 407976 	 none 	 1 	 31998126 	 404627 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51105 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641101340 	  	 notActive 	 Реал М (JKey) 	 none 	 Бавария (Bomb1to) 	 2-RxASV-u20c 	 489096 	 none 	 1 	 31998120 	 406094 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51099 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641100620 	  	 notActive 	 Ман. Юнайтед (LaikingDast) 	 none 	 Ливерпуль (Rebels) 	 2-RlASP-u20W 	 411158 	 none 	 1 	 31998114 	 407976 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51093 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641099900 	  	 notActive 	 Бавария (Bomb1to) 	 none 	 ПСЖ (vrico) 	 2-RZASJ-u20Q 	 404627 	 none 	 1 	 31998108 	 489096 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51087 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641099180 	  	 notActive 	 Реал М (JKey) 	 none 	 Ливерпуль (Rebels) 	 2-RNASD-u20K 	 411158 	 none 	 1 	 31998102 	 406094 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51081 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641098460 	  	 notActive 	 Ман. Юнайтед (LaikingDast) 	 none 	 ПСЖ (vrico) 	 2-RBAS7-u20E 	 404627 	 none 	 1 	 31998096 	 407976 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51075 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641097740 	  	 notActive 	 Бавария (Bomb1to) 	 none 	 Реал М (JKey) 	 2-R-AS1-u208 	 406094 	 none 	 1 	 31998090 	 489096 	 none 	 Футбол 	 
none 	 72560 	 Баскетбол. NBA2K20. CLA Киберкубок Мира. 4х5 мин. 	 none 	 53000 	 1+++S+++1+++1|+-+-x+++X+1G6-Rf++C-X+++8+DO9+++8+Fhj+++8+Fhk 	 BetRadar 	 1641069000 	  	 notActive 	 Чехия (gatz) 	 none 	 Россия (fasqer) 	 2-JWAw6-u2UD 	 464446 	 none 	 3 	 32000015 	 511992 	 none 	 Баскетбол 	 
[6] 	 19166 	 Баскетбол. NСАА 	 none 	 32436 	 1+++S+++1+++1&zyyiv++0r+3bw+9gu+2fS 	 BetRadar 	 1641060000 	  	 line 	 Бакнелл (студ) 	 840 	 Бостон Унив. (студ) 	 2-HA5uo-tzRP 	 416805 	 none 	 3 	 31979355 	 416693 	 none 	 Баскетбол 	 
none 	 71005 	 Баскетбол. Юж. Корея. KBL 	 none 	 43785 	 1+++S+++1+++1&zr+yav++0e+1It+++6+1Iu+EbG+FJR 	 BetRadar 	 1641103200 	  	 line 	 Орионс 	 410 	 Мобис Фобус 	 2-SQ8g7-u0Bk 	 445715 	 none 	 3 	 31990640 	 441299 	 none 	 Баскетбол 	 
none 	 71005 	 Баскетбол. Юж. Корея. KBL 	 none 	 56326 	 1+++S+++1+++1&zr+yav++0e+1It+++6+1Iu+EbG+FJR 	 BetRadar 	 1641103200 	  	 line 	 Даэгу Когас 	 410 	 Чханвон Сэйкерс 	 2-SQBk4-u3MR 	 494864 	 none 	 3 	 32003613 	 495086 	 none 	 Баскетбол 	 
none 	 19166 	 Баскетбол. NСАА 	 none 	 32442 	 1+++S+++1+++1&zyyiv++0r+3bw+9gu+2fS 	 BetRadar 	 1641060000 	  	 line 	 Фурман Паладинс (студ) 	 840 	 ВМИ (студ) 	 2-HA5uu-tzRV 	 410933 	 none 	 3 	 31979361 	 410941 	 none 	 Баскетбол 	 
none 	 72560 	 Баскетбол. NBA2K20. CLA Киберкубок Мира. 4х5 мин. 	 none 	 52999 	 1+++S+++1+++1|+-+-x+++X+1G6-Rf++C-X+++8+DO9+++8+Fhj+++8+Fhk 	 BetRadar 	 1641066840 	  	 notActive 	 Хорватия (Goku) 	 none 	 Россия (fasqer) 	 2-IyAw5-u2UC 	 464446 	 none 	 3 	 32000014 	 514718 	 none 	 Баскетбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51069 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641097020 	  	 notActive 	 Ливерпуль (Rebels) 	 none 	 Ман. Юнайтед (LaikingDast) 	 2-QpARx-u202 	 407976 	 none 	 1 	 31998084 	 411158 	 none 	 Футбол 	 
none 	 71506 	 Футбол. FIFA 22. ECF. Champions League. 2x4 мин. 	 none 	 51063 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++I+FRG 	 BetRadar 	 1641096300 	  	 notActive 	 ПСЖ (vrico) 	 none 	 Бавария (Bomb1to) 	 2-QdARr-u2-y 	 489096 	 none 	 1 	 31998078 	 404627 	 none 	 Футбол 	 
none 	 72560 	 Баскетбол. NBA2K20. CLA Киберкубок Мира. 4х5 мин. 	 none 	 52995 	 1+++S+++1+++1|+-+-x+++X+1G6-Rf++C-X+++8+DO9+++8+Fhj+++8+Fhk 	 BetRadar 	 1641064680 	  	 notActive 	 Хорватия (Goku) 	 none 	 Чехия (gatz) 	 2-IOAw1-u2U8 	 511992 	 none 	 3 	 32000010 	 514718 	 none 	 Баскетбол 	 
none 	 72560 	 Баскетбол. NBA2K20. CLA Киберкубок Мира. 4х5 мин. 	 none 	 53004 	 1+++S+++1+++1|+-+-x+++X+1G6-Rf++C-X+++8+DO9+++8+Fhj+++8+Fhk 	 BetRadar 	 1641062520 	  	 notActive 	 Россия (fasqer) 	 none 	 Чехия (gatz) 	 2-HqAwA-u2UH 	 511992 	 none 	 3 	 32000019 	 464446 	 none 	 Баскетбол 	 
none 	 72560 	 Баскетбол. NBA2K20. CLA Киберкубок Мира. 4х5 мин. 	 none 	 52998 	 1+++S+++1+++1|+-+-x+++X+1G6-Rf++C-X+++8+DO9+++8+Fhj+++8+Fhk 	 BetRadar 	 1641060360 	  	 notActive 	 Россия (fasqer) 	 none 	 Хорватия (Goku) 	 2-HGAw4-u2UB 	 514718 	 none 	 3 	 32000013 	 464446 	 none 	 Баскетбол 	 
[3] 	 73680 	 Теннис. ATP. Челленджер. Бендиго. Квалификация 	 none 	 59312 	 1+++w+++5+++2&zszzx+++8+0z4+++K+6gu5nvI+FzE 	 BetRadar 	 1641078000 	  	 notActive 	 Эррей К 	 1 	 Пирсон К 	 2-LsCSk-u44r 	 372894 	 none 	 4 	 32006583 	 530267 	 none 	 Теннис 	 
none 	 72776 	 Киберспорт. Dota 2. Dota Pro Circuit. Западная Европа. Верхний дивизион. Из 3-х карт 	 none 	 46959 	 1++-O++-V+54S&zsyQx+++3+5MO+++S+5MP-SBC+Fl6 	 BetRadar 	 1641661200 	  	 line 	 Team Tickles 	 none 	 OG 	 21jk9Rj-sCRI 	 358230 	 none 	 29086 	 31516500 	 520921 	 none 	 Киберспорт 	 
none 	 72776 	 Киберспорт. Dota 2. Dota Pro Circuit. Западная Европа. Верхний дивизион. Из 3-х карт 	 none 	 46955 	 1++-O++-V+54S&zsyQx+++3+5MO+++S+5MP-SBC+Fl6 	 BetRadar 	 1641650400 	  	 line 	 COOLGUYS 	 none 	 Tundra Esports 	 21gw9Rf-sCRE 	 420776 	 none 	 29086 	 31516496 	 520920 	 none 	 Киберспорт 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50995 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641086580 	  	 notActive 	 Ман. Юнайтед  (Rebels) 	 none 	 Тоттенхэм (Jkey) 	 2-O5AQn-u2+u 	 416460 	 none 	 1 	 31998010 	 435339 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50989 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641085860 	  	 notActive 	 Ливерпуль (vrico) 	 none 	 Ман. Сити (LaikingDast) 	 2-NvAQh-u2+o 	 410564 	 none 	 1 	 31998004 	 406133 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50983 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641085140 	  	 notActive 	 Тоттенхэм (Jkey) 	 none 	 Челси (Bomb1to) 	 2-NjAQb-u2+i 	 505939 	 none 	 1 	 31997998 	 416460 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50977 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641084420 	  	 notActive 	 Ман. Сити (LaikingDast) 	 none 	 Ман. Юнайтед  (Rebels) 	 2-NXAQV-u2+c 	 435339 	 none 	 1 	 31997992 	 410564 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50971 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641083700 	  	 notActive 	 Челси (Bomb1to) 	 none 	 Ливерпуль (vrico) 	 2-NLAQP-u2+W 	 406133 	 none 	 1 	 31997986 	 505939 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50965 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641082980 	  	 notActive 	 Тоттенхэм (Jkey) 	 none 	 Ман. Юнайтед  (Rebels) 	 2-N9AQJ-u2+Q 	 435339 	 none 	 1 	 31997980 	 416460 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50959 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641082260 	  	 notActive 	 Ман. Сити (LaikingDast) 	 none 	 Ливерпуль (vrico) 	 2-MzAQD-u2+K 	 406133 	 none 	 1 	 31997974 	 410564 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50953 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641081540 	  	 notActive 	 Челси (Bomb1to) 	 none 	 Тоттенхэм (Jkey) 	 2-MnAQ7-u2+E 	 416460 	 none 	 1 	 31997968 	 505939 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50944 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641080820 	  	 notActive 	 Ман. Юнайтед  (Rebels) 	 none 	 Ман. Сити (LaikingDast) 	 2-MbAQ+-u2+5 	 410564 	 none 	 1 	 31997959 	 435339 	 none 	 Футбол 	 
none 	 71532 	 Футбол. FIFA 22. ECF. FA Cup. 2x4 мин. 	 none 	 50938 	 1+++8+++-+++-|+++ix-7DT+BTX-Vw6+EsU++00+FRg 	 BetRadar 	 1641080100 	  	 notActive 	 Ливерпуль (vrico) 	 none 	 Челси (Bomb1to) 	 2-MPAPu-u2+- 	 505939 	 none 	 1 	 31997953 	 406133 	 none 	 Футбол 	 
none 	 72778 	 Киберспорт. Dota 2. Dota Pro Circuit. Восточная Европа. Верхний дивизион. Из 3-х карт 	 none 	 31738 	 1++-O++-V+54S&zsyQx+++3+5MO+++S+5MP-SBW+Fl8 	 BetRadar 	 1641553200 	  	 line 	 Team Empire 	 none 	 Virtus.Pro 	 21Hc5ju-tQlL 	 357649 	 none 	 29086 	 31837271 	 357961 	 none 	 Киберспорт 	 
none 	 59657 	 Баскетбол. P. League. Тайвань 	 none 	 45934 	 1+++S+++1+++1&zxysx++0y+3si-UrC+CY7 	 BetRadar 	 1641114000 	  	 line 	 Нью Тайпей Кингс 	 158 	 Фубон Брэйвз 	 2-VE9Bi-u0mB 	 428683 	 none 	 3 	 31992973 	 514056 	 none 	 Баскетбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50919 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641078780 	  	 notActive 	 Интер М (Rebels) 	 none 	 Барселона (JKey) 	 2-M3APb-u1zi 	 407553 	 none 	 1 	 31997934 	 412666 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50913 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641078060 	  	 notActive 	 Атлетико М (vrico) 	 none 	 Боруссия Д (LaikingDast) 	 2-LtAPV-u1zc 	 404071 	 none 	 1 	 31997928 	 404839 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50907 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641077340 	  	 notActive 	 Барселона (JKey) 	 none 	 Ман. Сити (Bomb1to) 	 2-LhAPP-u1zW 	 491951 	 none 	 1 	 31997922 	 407553 	 none 	 Футбол 	 
[3] 	 73680 	 Теннис. ATP. Челленджер. Бендиго. Квалификация 	 none 	 57690 	 1+++w+++5+++2&zszzx+++8+0z4+++K+6gu5nvI+FzE 	 BetRadar 	 1641078300 	  	 line 	 Камюс Ч 	 1 	 Эддисон А 	 2-LxC3O-u3hl 	 374513 	 none 	 4 	 32004977 	 530243 	 none 	 Теннис 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50904 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641076620 	  	 notActive 	 Боруссия Д (LaikingDast) 	 none 	 Интер М (Rebels) 	 2-LVAPM-u1zT 	 412666 	 none 	 1 	 31997919 	 404071 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50898 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641075900 	  	 notActive 	 Ман. Сити (Bomb1to) 	 none 	 Атлетико М (vrico) 	 2-LJAPG-u1zN 	 404839 	 none 	 1 	 31997913 	 491951 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50886 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641075180 	  	 notActive 	 Барселона (JKey) 	 none 	 Интер М (Rebels) 	 2-L7AP4-u1zB 	 412666 	 none 	 1 	 31997901 	 407553 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50880 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641074460 	  	 notActive 	 Боруссия Д (LaikingDast) 	 none 	 Атлетико М (vrico) 	 2-KxAP+-u1z5 	 404839 	 none 	 1 	 31997895 	 404071 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50874 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641073740 	  	 notActive 	 Ман. Сити (Bomb1to) 	 none 	 Барселона (JKey) 	 2-KlAOu-u1z- 	 407553 	 none 	 1 	 31997889 	 491951 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50868 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641073020 	  	 notActive 	 Интер М (Rebels) 	 none 	 Боруссия Д (LaikingDast) 	 2-KZAOo-u1yv 	 404071 	 none 	 1 	 31997883 	 412666 	 none 	 Футбол 	 
none 	 71508 	 Футбол. FIFA 22. ECF. Champions League В. 2x4 мин. 	 none 	 50862 	 1+++8+++-+++-|+++mz-7DT+BTX-Vw6+EsU+++c+FRI 	 BetRadar 	 1641072300 	  	 notActive 	 Атлетико М (vrico) 	 none 	 Ман. Сити (Bomb1to) 	 2-KNAOi-u1yp 	 491951 	 none 	 1 	 31997877 	 404839 	 none 	 Футбол 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57252 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641105000 	  	 line 	 Ди Лоренцо Ф 	 36 	 Бузкова Мари 	 2-SuByY-u3av 	 374783 	 none 	 4 	 32004539 	 361339 	 none 	 Теннис 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57250 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641112200 	  	 line 	 Джонс Франческа 	 36 	 Папамихаил Д 	 2-UmByW-u3at 	 400500 	 none 	 4 	 32004537 	 389233 	 none 	 Теннис 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57246 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641090600 	  	 line 	 Кемпенерс-Поц Ш 	 36 	 Марино Р 	 2-P8ByS-u3ap 	 417796 	 none 	 4 	 32004533 	 379809 	 none 	 Теннис 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57238 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641083400 	  	 line 	 Яни Р-Л 	 36 	 Бурильо-Эскориуэла И 	 2-NGByK-u3ah 	 377849 	 none 	 4 	 32004525 	 381902 	 none 	 Теннис 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57234 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641097800 	  	 line 	 Бронцетти Л 	 36 	 Майерс Э 	 2-R0ByG-u3ad 	 373243 	 none 	 4 	 32004521 	 372647 	 none 	 Теннис 	 
none 	 21220 	 Баскетбол. Жен. Япония. WJBL 	 none 	 32159 	 1+++S+++1+++1|+-++x++0o+1M0+OLU+39Y 	 BetRadar 	 1641096000 	  	 line 	 Яманаси (ж) 	 392 	 Фуджитсу Рэд Вэйв (ж) 	 2-QY5qT-tzN4 	 427116 	 none 	 3 	 31979078 	 427110 	 none 	 Баскетбол 	 
none 	 13998 	 Баскетбол. Жен. Австралия. Чемпионат WNBL 	 none 	 42680 	 1+++S+++1+++1|++-Xv++Dc+1Oh+1wy+1Oi 	 BetRadar 	 1641096000 	  	 line 	 Перт (ж) 	 36 	 Аделаида (ж) 	 2-QY8Os-u-xD 	 409623 	 none 	 3 	 31989583 	 409439 	 none 	 Баскетбол 	 
[4] 	 71239 	 Баскетбол. Китай. CBA 	 none 	 43810 	 1+++S+++1+++1&zr+ybv++-f+1XX-W9G+FN5 	 BetRadar 	 1641108600 	  	 line 	 Пекин Роял Файтерс 	 156 	 Циндао Даблстар Иглз 	 2-Tq8gW-u0C7 	 432795 	 none 	 3 	 31990665 	 433661 	 none 	 Баскетбол 	 
[4] 	 71239 	 Баскетбол. Китай. CBA 	 none 	 43744 	 1+++S+++1+++1&zr+ybv++-f+1XX-W9G+FN5 	 BetRadar 	 1641092400 	  	 line 	 Синьцзян Тайгерс 	 156 	 Сычуань Блю Уэйлз 	 2-Pc8fU-u0B5 	 400907 	 none 	 3 	 31990599 	 432589 	 none 	 Баскетбол 	 
[4] 	 71239 	 Баскетбол. Китай. CBA 	 none 	 43720 	 1+++S+++1+++1&zr+ybv++-f+1XX-W9G+FN5 	 BetRadar 	 1641106800 	  	 line 	 Цзянсу Драгонс 	 156 	 Гуанчжоу Лонг-Лайонс 	 2-TM8f6-u0Aj 	 432794 	 none 	 3 	 31990575 	 432786 	 none 	 Баскетбол 	 
[4] 	 71239 	 Баскетбол. Китай. CBA 	 none 	 43760 	 1+++S+++1+++1&zr+ybv++-f+1XX-W9G+FN5 	 BetRadar 	 1641092400 	  	 line 	 Шеньчжень Авиаторс 	 156 	 Цзилинь Нортист Тайгерз 	 2-Pc8fk-u0BL 	 377094 	 none 	 3 	 31990615 	 400906 	 none 	 Баскетбол 	 
none 	 71005 	 Баскетбол. Юж. Корея. KBL 	 none 	 54140 	 1+++S+++1+++1&zr+yav++0e+1It+++6+1Iu+EbG+FJR 	 BetRadar 	 1641110400 	  	 line 	 СК Найтс 	 410 	 Эгис 	 2-UIBBw-u2li 	 445186 	 none 	 3 	 32001134 	 495472 	 none 	 Баскетбол 	 
[3, 6] 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59022 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641063600 	  	 notActive 	 Мирошниченко В 	 840 	 Таунсенд Катя 	 2-I6COC-u40J 	 525714 	 none 	 4 	 32006293 	 529229 	 none 	 Теннис 	 
none 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59021 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641067200 	  	 notActive 	 Катальди Т 	 840 	 Шериф Джвани 	 2-J2COB-u40I 	 371153 	 none 	 4 	 32006292 	 457703 	 none 	 Теннис 	 
[3] 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59020 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641060000 	  	 notActive 	 Мирелес Ж 	 840 	 Шуман А 	 2-HACOA-u40H 	 522378 	 none 	 4 	 32006291 	 529230 	 none 	 Теннис 	 
[3, 6] 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59019 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641070800 	  	 notActive 	 Пиелет Дж 	 840 	 Джессап М 	 2-K+CO9-u40G 	 417922 	 none 	 4 	 32006290 	 384355 	 none 	 Теннис 	 
none 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59018 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641067200 	  	 notActive 	 Катальди Т 	 840 	 Шериф Джвани 	 2-J2CO8-u40F 	 371153 	 none 	 4 	 32006289 	 457703 	 none 	 Теннис 	 
[3] 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59017 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641067200 	  	 notActive 	 Катальди Т 	 840 	 Шериф Джвани 	 2-J2CO7-u40E 	 371153 	 none 	 4 	 32006288 	 457703 	 none 	 Теннис 	 
[3] 	 73134 	 Жен. UTR Pro Tennis Series. Ньюпорт-Бич 	 none 	 59027 	 1+++w+++5+++2|+++Bz+0QD+++n++0o+Fqi 	 BetRadar 	 1641061800 	  	 notActive 	 Хан Цзянсью 	 840 	 Вишвасе Н 	 2-HeCOH-u40O 	 522107 	 none 	 4 	 32006298 	 529233 	 none 	 Теннис 	 
[1] 	 53347 	 Теннис. WTA. Аделаида. Квалификация 	 none 	 57242 	 1+++w+++5+++2&zsyQx+++I+0z6++1G+6kC+++0+B-X 	 BetRadar 	 1641090600 	  	 line 	 Болтер K 	 36 	 Стефанини Л 	 2-P8ByO-u3al 	 374101 	 none 	 4 	 32004529 	 421404 	 none 	 Теннис 	 
